"",,"Canada",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"15 to 19 years","390.5","385.6","375.3","369.9","363.2","360.7","352.2","347.5","414.0","426.3","481.4","471.6","363.7","376.5","367.9","364.9","353.6","359.8","359.3","371.0","416.1","445.1","513.6","500.8","377.2","371.3","381.0","399.7","372.8","367.7","376.9","374.8","430.8","445.0","510.4","499.4","402.6","383.3","389.7","395.1","402.5","401.2","388.3","390.2","414.1","448.3","523.1","529.7","395.0","396.5","389.5","394.3","372.9","380.3","309.0","247.4","300.1","386.8","438.7","449.8","372.6"
,"20 to 24 years","808.9","801.6","800.2","790.2","761.1","753.7","759.1","774.2","857.2","881.4","889.2","909.1","832.4","836.5","819.3","821.4","771.0","781.3","778.6","766.1","871.2","902.4","907.8","904.5","825.6","841.0","842.8","804.0","771.1","774.7","787.3","779.2","866.0","908.8","919.9","908.7","809.2","807.3","810.7","782.5","751.7","769.9","796.3","827.3","900.6","924.8","925.9","907.9","835.1","833.0","832.8","820.1","796.4","813.0","729.3","590.2","650.7","751.1","790.1","796.4","755.4"
,"25 to 29 years","1,016.8","1,008.9","989.0","968.8","950.6","935.7","952.0","967.9","1,003.6","1,018.7","1,018.2","1,011.4","1,015.4","997.0","995.9","981.6","968.0","963.0","978.0","1,002.9","1,036.9","1,047.4","1,039.8","1,043.2","1,033.2","1,035.7","1,038.6","1,028.2","1,028.5","1,022.0","1,017.6","1,043.1","1,063.6","1,087.9","1,084.2","1,076.4","1,080.1","1,081.6","1,088.8","1,077.8","1,060.7","1,053.8","1,056.9","1,060.6","1,086.7","1,079.3","1,077.8","1,105.4","1,111.1","1,099.0","1,083.9","1,078.8","1,052.8","1,058.1","1,029.4","885.4","897.1","1,000.9","1,025.9","1,042.7","1,048.6"
,"30 to 34 years","1,068.0","1,061.9","1,058.9","1,057.0","1,035.0","1,030.2","1,023.6","1,037.4","1,061.0","1,070.2","1,072.4","1,068.4","1,077.4","1,061.5","1,064.8","1,071.7","1,056.9","1,065.2","1,067.6","1,061.5","1,088.9","1,090.2","1,089.8","1,080.9","1,087.9","1,085.7","1,085.6","1,082.9","1,069.8","1,069.1","1,066.7","1,068.3","1,088.3","1,100.9","1,094.0","1,093.7","1,101.4","1,111.7","1,107.4","1,104.0","1,080.3","1,077.8","1,075.0","1,090.0","1,110.0","1,117.2","1,126.3","1,131.1","1,144.8","1,148.2","1,136.2","1,138.3","1,121.3","1,128.1","1,087.4","981.4","1,023.7","1,071.2","1,086.1","1,105.1","1,124.3"
,"35 to 39 years","1,014.7","1,023.6","1,007.5","995.7","979.1","973.8","963.0","993.4","1,011.0","1,028.8","1,029.0","1,048.0","1,058.6","1,078.7","1,069.1","1,049.6","1,051.3","1,032.0","1,028.9","1,020.5","1,061.4","1,067.9","1,062.1","1,059.6","1,077.2","1,085.4","1,091.0","1,078.0","1,079.8","1,083.8","1,089.4","1,088.8","1,092.5","1,097.7","1,087.2","1,092.8","1,101.0","1,105.1","1,128.9","1,116.4","1,117.9","1,132.9","1,102.4","1,097.4","1,122.6","1,128.2","1,119.6","1,115.1","1,134.1","1,129.8","1,127.9","1,128.2","1,110.4","1,127.0","1,111.5","982.1","1,017.0","1,067.1","1,060.5","1,075.3","1,101.1"
,"40 to 44 years","1,015.7","1,019.7","1,035.0","1,033.3","1,016.2","1,016.7","1,033.3","1,017.8","1,021.1","1,008.3","1,013.8","1,004.3","1,009.6","1,017.5","1,014.9","1,010.1","1,011.8","1,019.6","1,025.2","1,034.2","1,026.3","1,025.6","1,034.7","1,033.5","1,015.6","1,007.4","1,007.1","1,013.4","989.0","1,005.4","1,012.1","1,020.7","1,043.5","1,052.6","1,060.4","1,061.5","1,069.3","1,061.5","1,042.5","1,029.3","1,006.4","1,004.4","1,036.1","1,044.4","1,055.2","1,066.9","1,069.4","1,068.0","1,079.2","1,084.8","1,070.7","1,065.2","1,075.3","1,056.3","1,018.3","951.6","997.2","1,057.9","1,085.0","1,087.7","1,104.3"
,"45 to 49 years","1,018.6","1,032.2","1,009.4","1,005.7","998.8","1,005.1","991.7","996.7","1,013.7","1,016.1","1,009.6","989.7","989.0","996.3","974.5","979.2","982.4","985.0","996.8","1,004.4","1,020.0","1,011.5","1,007.8","1,000.2","980.3","984.7","990.0","978.2","962.3","961.9","962.8","986.2","999.9","989.9","1,006.6","995.4","996.4","979.5","999.8","995.5","987.7","997.2","1,003.1","1,024.3","1,036.7","1,036.2","1,043.0","1,034.4","1,042.7","1,003.9","994.7","995.4","969.0","970.7","958.6","887.1","911.8","972.7","972.7","979.5","998.9"
,"50 to 54 years","1,163.7","1,140.7","1,141.1","1,104.1","1,087.3","1,095.4","1,105.2","1,112.9","1,109.1","1,114.8","1,096.1","1,122.5","1,122.7","1,121.2","1,142.6","1,109.0","1,082.3","1,062.0","1,069.7","1,068.1","1,084.7","1,108.4","1,106.9","1,128.0","1,137.1","1,134.3","1,127.5","1,121.5","1,098.4","1,093.4","1,071.1","1,063.7","1,056.2","1,060.8","1,034.1","1,043.0","1,066.1","1,078.5","1,059.4","1,050.4","1,041.6","1,034.1","1,036.3","1,027.8","1,055.4","1,051.7","1,044.9","1,047.4","1,045.7","1,046.2","1,042.4","1,028.4","1,026.3","1,039.8","1,013.7","939.4","966.5","1,001.7","998.6","1,009.1","1,015.0"
,"55 to 59 years","976.9","963.6","954.0","958.1","943.3","950.4","944.6","949.7","979.9","970.7","962.6","974.4","993.4","990.2","982.6","968.4","969.2","970.9","970.0","964.7","984.0","989.3","983.5","998.1","1,010.8","1,017.9","1,001.6","996.9","961.9","968.3","971.4","976.2","999.2","1,012.9","1,005.9","1,013.4","1,027.0","1,018.6","1,018.0","1,019.3","1,012.9","1,019.8","1,005.4","1,020.8","1,036.0","1,037.9","1,029.2","1,027.9","1,026.7","1,017.7","1,008.4","988.8","983.4","991.8","973.0","893.2","942.8","985.7","986.1","999.4","1,022.6"
,"60 to 64 years","631.1","625.3","610.8","616.0","602.8","610.6","611.5","617.8","647.1","652.3","645.4","649.1","662.6","656.0","639.3","639.2","625.2","635.7","630.0","646.9","655.9","664.4","658.1","666.1","674.8","659.6","657.6","659.5","645.6","659.3","684.1","668.3","692.6","707.8","706.2","699.0","711.4","711.2","708.1","700.7","678.6","677.3","696.2","697.0","726.8","740.2","737.7","738.2","757.5","749.0","740.5","743.7","738.7","741.4","708.7","625.3","674.8","695.0","712.4","715.1","732.1"
,"65 years and over","450.0","469.4","462.0","442.4","435.4","452.3","441.4","435.1","439.9","446.5","444.2","441.2","453.1","448.2","453.0","455.9","447.7","471.6","458.8","469.8","479.2","481.8","477.8","489.0","509.5","505.3","496.1","503.5","500.1","495.4","495.1","495.2","498.9","491.2","482.4","471.1","487.5","485.6","490.8","495.2","511.7","518.7","534.4","547.2","537.2","548.9","538.7","556.9","561.4","584.0","567.5","577.5","565.0","563.6","527.5","490.8","509.5","516.4","508.6","509.2","542.4"
,"65 to 69 years","281.8","294.0","287.5","277.9","272.7","289.7","282.2","272.1","283.7","285.4","281.3","279.3","285.6","292.9","290.7","291.6","279.6","297.2","293.0","300.0","305.8","307.5","301.1","305.2","314.7","309.9","298.6","299.5","294.6","290.0","280.6","278.1","290.2","295.3","289.5","281.6","300.5","297.6","300.4","296.8","299.7","303.5","316.2","326.7","324.1","333.4","329.3","339.5","336.5","350.4","332.5","342.2","334.6","332.0","305.2","276.9","299.6","302.9","301.0","300.4","327.1"
,"70 years and over","168.2","175.4","174.4","164.5","162.7","162.6","159.2","163.0","156.2","161.1","162.9","161.9","167.5","155.4","162.4","164.4","168.1","174.4","165.8","169.8","173.4","174.3","176.6","183.9","194.8","195.4","197.6","204.0","205.5","205.3","214.5","217.1","208.8","195.8","193.0","189.5","187.1","188.1","190.4","198.4","212.0","215.2","218.2","220.5","213.1","215.5","209.5","217.4","224.8","233.6","235.0","235.3","230.5","231.6","222.3","213.9","209.9","213.4","207.6","208.9","215.3"
"Females","15 years and over","8,514.0","8,561.8","8,550.2","8,573.8","8,489.2","8,512.6","8,549.0","8,573.8","8,701.1","8,776.6","8,639.7","8,606.7","8,634.3","8,677.0","8,655.8","8,682.0","8,636.5","8,646.6","8,655.4","8,686.8","8,850.3","8,935.2","8,816.9","8,771.3","8,795.6","8,833.6","8,848.1","8,894.7","8,752.0","8,772.8","8,782.9","8,853.2","8,953.7","9,023.3","8,942.4","8,884.7","8,902.0","8,947.3","8,976.2","9,002.2","8,917.9","8,975.0","8,934.3","9,025.2","9,156.7","9,213.2","9,048.2","9,056.1","9,115.7","9,146.7","9,108.7","9,137.6","9,026.8","9,047.0","8,390.1","7,537.5","7,740.7","8,271.2","8,404.9","8,520.2","8,747.2"
,"15 to 24 years","1,188.5","1,217.9","1,192.4","1,198.3","1,147.0","1,153.4","1,168.9","1,166.0","1,233.6","1,310.3","1,362.8","1,328.5","1,154.6","1,179.2","1,174.8","1,185.3","1,152.7","1,135.3","1,147.8","1,155.6","1,277.6","1,315.4","1,398.5","1,328.6","1,154.9","1,188.9","1,194.0","1,206.3","1,149.7","1,146.4","1,158.3","1,157.8","1,241.3","1,298.7","1,383.5","1,349.9","1,152.2","1,166.7","1,161.2","1,163.1","1,146.3","1,165.1","1,169.7","1,188.2","1,287.2","1,335.0","1,400.3","1,407.7","1,217.3","1,231.7","1,222.6","1,231.5","1,190.2","1,204.8","966.6","728.3","820.2","1,031.8","1,201.5","1,218.9","1,083.7"
,"25 years and over","7,325.5","7,343.8","7,357.8","7,375.6","7,342.2","7,359.2","7,380.1","7,407.8","7,467.5","7,466.3","7,276.9","7,278.3","7,479.8","7,497.8","7,481.0","7,496.7","7,483.9","7,511.3","7,507.6","7,531.2","7,572.7","7,619.8","7,418.5","7,442.7","7,640.7","7,644.7","7,654.1","7,688.4","7,602.2","7,626.4","7,624.6","7,695.4","7,712.3","7,724.6","7,558.9","7,534.8","7,749.8","7,780.6","7,814.9","7,839.1","7,771.7","7,809.9","7,764.6","7,837.0","7,869.5","7,878.1","7,647.8","7,648.4","7,898.3","7,915.1","7,886.1","7,906.1","7,836.6","7,842.2","7,423.5","6,809.1","6,920.5","7,239.4","7,203.4","7,301.4","7,663.5"
,"25 to 44 years","3,692.1","3,677.7","3,707.0","3,733.8","3,710.0","3,701.8","3,733.5","3,745.5","3,775.3","3,771.5","3,692.2","3,705.4","3,777.0","3,795.2","3,798.5","3,822.1","3,823.8","3,851.2","3,857.8","3,862.6","3,872.8","3,884.0","3,773.1","3,780.3","3,849.1","3,862.3","3,860.5","3,890.7","3,845.8","3,859.6","3,882.6","3,917.2","3,933.4","3,949.2","3,884.0","3,874.6","3,973.5","3,973.1","4,004.9","4,021.8","4,002.9","4,026.8","3,983.7","4,035.1","4,047.1","4,061.2","3,940.9","3,931.7","4,035.2","4,060.6","4,072.1","4,088.3","4,059.9","4,069.1","3,871.0","3,521.0","3,570.2","3,781.0","3,763.7","3,800.3","4,022.4"
,"45 to 64 years","3,357.3","3,367.8","3,360.9","3,344.8","3,340.2","3,359.4","3,350.0","3,377.9","3,405.6","3,396.0","3,285.2","3,275.9","3,383.8","3,384.5","3,370.9","3,359.0","3,356.0","3,361.4","3,348.1","3,370.4","3,394.1","3,421.0","3,325.4","3,345.3","3,458.5","3,454.8","3,462.9","3,469.5","3,415.9","3,436.6","3,420.7","3,442.7","3,438.6","3,439.3","3,357.8","3,359.1","3,452.1","3,472.1","3,468.5","3,461.7","3,399.6","3,404.2","3,404.9","3,436.7","3,447.4","3,464.6","3,374.3","3,374.4","3,506.5","3,492.0","3,471.3","3,463.4","3,423.7","3,422.8","3,230.0","2,990.7","3,050.5","3,147.3","3,147.2","3,204.1","3,326.3"
,"45 years and over","3,633.4","3,666.2","3,650.8","3,641.8","3,632.2","3,657.4","3,646.7","3,662.3","3,692.2","3,694.8","3,584.7","3,572.8","3,702.8","3,702.5","3,682.5","3,674.6","3,660.1","3,660.1","3,649.8","3,668.6","3,699.9","3,735.8","3,645.3","3,662.5","3,791.7","3,782.4","3,793.6","3,797.7","3,756.4","3,766.8","3,742.0","3,778.2","3,779.0","3,775.4","3,675.0","3,660.1","3,776.3","3,807.5","3,810.0","3,817.2","3,768.8","3,783.1","3,780.9","3,802.0","3,822.4","3,816.9","3,707.0","3,716.7","3,863.1","3,854.5","3,814.0","3,817.8","3,776.7","3,773.1","3,552.5","3,288.1","3,350.3","3,458.4","3,439.7","3,501.1","3,641.0"
,"25 to 54 years","5,708.6","5,682.6","5,703.5","5,707.2","5,684.3","5,686.1","5,699.7","5,729.8","5,766.7","5,759.7","5,622.2","5,614.4","5,731.2","5,733.6","5,745.0","5,766.7","5,766.4","5,786.1","5,790.3","5,803.2","5,831.3","5,851.1","5,691.8","5,697.5","5,828.0","5,830.2","5,812.1","5,832.5","5,766.4","5,794.8","5,824.6","5,871.0","5,872.4","5,888.2","5,779.2","5,769.8","5,911.3","5,917.4","5,943.7","5,966.1","5,937.5","5,964.4","5,915.9","5,973.3","5,997.9","6,000.7","5,838.9","5,827.2","6,003.6","5,990.0","5,989.9","6,009.1","5,962.6","5,964.8","5,664.0","5,199.7","5,291.6","5,548.0","5,517.5","5,584.4","5,869.4"
,"55 years and over","1,616.9","1,661.3","1,654.3","1,668.4","1,657.9","1,673.1","1,680.5","1,678.0","1,700.7","1,706.6","1,654.7","1,663.9","1,748.5","1,764.2","1,736.0","1,730.0","1,717.4","1,725.2","1,717.3","1,728.0","1,741.4","1,768.7","1,726.6","1,745.3","1,812.7","1,814.5","1,842.1","1,855.9","1,835.8","1,831.5","1,800.0","1,824.4","1,840.0","1,836.4","1,779.7","1,765.0","1,838.5","1,863.2","1,871.2","1,873.0","1,834.2","1,845.6","1,848.7","1,863.8","1,871.6","1,877.4","1,809.0","1,821.1","1,894.7","1,925.1","1,896.3","1,897.1","1,874.0","1,877.4","1,759.5","1,609.4","1,628.9","1,691.4","1,685.9","1,717.0","1,794.1"
,"15 to 64 years","8,237.9","8,263.4","8,260.2","8,276.8","8,197.1","8,214.5","8,252.3","8,289.4","8,414.5","8,477.9","8,340.2","8,309.8","8,315.4","8,359.0","8,344.2","8,366.4","8,332.4","8,347.9","8,353.7","8,388.6","8,544.5","8,620.4","8,497.0","8,454.2","8,462.4","8,505.9","8,517.4","8,566.4","8,411.5","8,442.6","8,461.7","8,517.6","8,613.3","8,687.2","8,625.3","8,583.7","8,577.7","8,611.9","8,634.7","8,646.6","8,548.8","8,596.2","8,558.2","8,659.9","8,781.7","8,860.9","8,715.4","8,713.8","8,759.0","8,784.3","8,766.0","8,783.2","8,673.8","8,696.7","8,067.6","7,240.1","7,440.9","7,960.0","8,112.5","8,223.2","8,432.5"
,"15 to 19 years","414.7","422.8","411.1","407.0","393.8","392.2","405.0","393.7","423.6","452.1","497.7","482.7","377.7","380.2","392.3","393.9","385.7","373.4","380.7","379.8","439.9","447.5","514.0","477.1","398.2","418.2","412.1","420.0","390.3","394.9","393.5","398.5","437.2","457.2","516.2","482.7","385.9","393.9","395.9","403.7","389.1","401.4","394.8","412.5","443.6","464.1","532.8","509.2","421.7","418.1","402.4","416.7","405.7","410.5","310.1","218.1","264.6","375.0","462.2","465.3","390.4"
,"20 to 24 years","773.7","795.1","781.3","791.3","753.2","761.2","763.8","772.3","810.0","858.2","865.1","845.7","776.8","799.0","782.5","791.4","767.0","762.0","767.0","775.8","837.7","867.9","884.4","851.4","756.7","770.7","781.8","786.3","759.4","751.5","764.8","759.3","804.2","841.5","867.3","867.2","766.2","772.8","765.3","759.5","757.1","763.7","774.9","775.7","843.6","870.9","867.5","898.5","795.6","813.6","820.2","814.8","784.5","794.3","656.5","510.3","555.6","656.8","739.4","753.6","693.3"
,"25 to 29 years","918.5","888.6","895.6","909.2","903.2","921.1","950.1","949.5","958.7","970.8","942.7","940.6","957.8","954.2","950.9","959.3","951.4","957.1","959.7","958.6","972.6","981.5","961.8","966.0","971.5","968.2","969.3","974.4","966.9","987.9","995.2","1,006.7","998.4","1,011.8","1,019.5","1,007.8","1,007.3","1,006.4","1,025.0","1,027.8","1,022.8","1,026.1","1,011.8","1,031.4","1,041.8","1,041.7","1,028.4","1,022.0","1,029.3","1,036.9","1,029.1","1,055.2","1,023.7","1,024.5","957.8","839.6","849.8","921.5","943.8","962.1","1,013.1"
,"30 to 34 years","936.0","950.1","958.2","948.5","952.5","945.0","944.9","952.3","971.6","956.8","943.0","948.9","956.9","969.9","965.5","977.6","983.2","992.5","992.9","986.0","982.2","992.1","959.7","955.2","979.4","984.0","985.8","991.5","974.8","963.6","966.4","968.5","984.0","982.3","966.4","965.1","1,008.2","998.3","1,002.9","1,004.5","995.2","997.0","984.5","1,000.9","1,006.6","1,012.7","979.3","973.9","1,000.7","1,004.2","1,010.6","1,012.1","1,015.0","1,021.0","979.4","898.0","925.2","959.9","969.3","963.6","1,012.8"
,"35 to 39 years","941.0","933.6","919.8","923.2","932.8","922.1","911.3","923.0","907.7","916.2","906.1","914.1","962.7","956.9","969.6","968.4","971.9","958.3","954.6","956.0","956.1","967.6","942.0","932.3","939.4","942.1","948.2","942.0","935.7","953.5","966.9","979.7","974.5","979.3","957.4","959.6","974.9","965.3","967.3","981.9","985.6","999.3","988.6","984.1","992.4","987.7","967.7","968.1","998.3","1,003.7","1,021.7","1,027.8","1,021.6","1,028.7","1,001.6","907.9","906.7","951.7","928.2","917.0","965.7"
,"40 to 44 years","896.7","905.4","933.3","952.9","921.5","913.6","927.1","920.7","937.3","927.8","900.3","901.9","899.7","914.2","912.5","916.9","917.3","943.3","950.7","962.1","961.9","942.8","909.7","926.8","958.8","968.0","957.2","982.8","968.4","954.6","954.1","962.2","976.5","975.8","940.6","942.0","983.1","1,003.0","1,009.7","1,007.6","999.3","1,004.4","998.9","1,018.7","1,006.3","1,019.2","965.4","967.7","1,006.8","1,015.7","1,010.7","993.1","999.6","994.9","932.2","875.6","888.4","947.9","922.4","957.7","1,030.8"
,"45 to 49 years","953.4","952.2","969.4","951.9","960.5","967.9","952.1","947.4","939.4","943.9","911.9","906.7","929.8","926.3","924.2","919.0","916.7","923.0","933.3","918.0","928.2","932.3","912.2","907.2","925.8","951.2","958.4","950.9","930.1","937.2","931.2","920.4","919.9","927.6","907.8","898.3","930.0","934.8","937.7","948.5","945.8","943.1","959.5","962.3","963.8","972.1","954.0","936.2","964.5","951.7","959.9","969.4","969.3","954.9","914.1","829.8","849.7","831.2","823.4","836.3","879.3"
,"50 to 54 years","1,063.1","1,052.7","1,027.1","1,021.5","1,013.8","1,016.4","1,014.1","1,036.9","1,052.0","1,044.3","1,018.1","1,002.2","1,024.4","1,012.0","1,022.3","1,025.6","1,025.9","1,011.9","999.3","1,022.5","1,030.3","1,034.7","1,006.4","1,010.0","1,053.1","1,016.7","993.1","991.0","990.5","998.0","1,010.7","1,033.4","1,019.1","1,011.4","987.4","996.9","1,007.8","1,009.6","1,001.1","995.7","988.8","994.5","972.7","975.9","986.9","967.4","944.0","959.3","1,003.9","977.7","957.8","951.4","933.4","940.8","879.0","848.8","871.8","935.8","930.4","947.8","967.7"
,"55 to 59 years","820.9","840.3","839.1","850.2","842.1","859.3","868.3","885.9","895.6","897.9","868.5","863.9","895.2","901.7","898.2","888.9","892.6","897.7","886.3","891.9","894.5","903.7","878.7","882.3","911.1","921.3","934.2","934.7","918.8","921.6","902.7","902.2","915.6","916.5","891.8","890.8","922.0","929.0","927.0","910.8","890.4","893.7","893.6","910.4","915.9","932.0","903.4","898.3","928.2","945.3","930.5","927.3","917.7","924.7","864.0","801.7","811.3","841.2","854.4","870.7","900.1"
,"60 to 64 years","519.9","522.6","525.2","521.2","523.7","515.7","515.5","507.7","518.5","509.9","486.6","503.1","534.3","544.5","526.2","525.5","520.8","528.8","529.3","538.0","541.1","550.2","528.1","545.8","568.4","565.5","577.1","593.0","576.5","579.7","576.1","586.6","584.0","583.8","570.8","573.2","592.4","598.7","602.7","606.6","574.6","573.0","579.0","588.1","580.7","593.2","572.8","580.5","609.9","617.3","623.0","615.3","603.3","602.3","572.9","510.3","517.8","539.0","539.1","549.3","579.3"
,"65 years and over","276.1","298.4","290.0","297.0","292.0","298.0","296.7","284.4","286.6","298.8","299.5","296.9","319.0","318.0","311.7","315.6","304.1","298.7","301.7","298.2","305.8","314.8","319.9","317.1","333.2","327.6","330.7","328.3","340.5","330.2","321.2","335.5","340.4","336.1","317.1","301.0","324.2","335.4","341.5","355.6","369.1","378.9","376.1","365.3","375.0","352.3","332.7","342.3","356.6","362.5","342.7","354.5","353.0","350.3","322.5","297.4","299.8","311.2","292.5","297.0","314.7"
,"65 to 69 years","194.9","207.5","202.5","202.5","198.7","204.5","195.0","193.4","192.4","201.5","192.2","190.2","209.2","209.6","203.7","205.0","201.7","192.0","199.3","199.0","200.0","206.3","208.6","211.5","213.6","207.8","214.2","211.8","218.2","205.8","205.2","216.1","220.4","221.5","211.3","197.0","207.5","218.0","218.1","228.7","239.2","249.6","249.5","245.3","254.6","237.0","221.4","225.5","242.1","240.8","226.8","238.4","237.4","234.9","204.9","182.7","188.5","195.2","180.8","182.6","203.1"
,"70 years and over","81.2","90.8","87.5","94.5","93.3","93.5","101.6","91.1","94.2","97.3","107.3","106.7","109.7","108.4","107.9","110.6","102.4","106.8","102.4","99.1","105.8","108.5","111.3","105.6","119.6","119.8","116.5","116.5","122.3","124.3","116.0","119.5","120.0","114.6","105.8","104.1","116.8","117.4","123.4","126.9","129.9","129.2","126.6","120.0","120.4","115.3","111.4","116.7","114.6","121.6","116.0","116.1","115.6","115.4","117.6","114.6","111.3","116.0","111.7","114.4","111.6"

Symbol legend:

Footnotes:
1,"To ensure respondent confidentiality, estimates below a certain threshold are suppressed. For Canada, Quebec, Ontario, Alberta and British Columbia suppression is applied to all data below 1,500. The threshold level for Newfoundland and Labrador, Nova Scotia, New Brunswick, Manitoba and Saskatchewan is 500, while in Prince Edward Island, estimates under 200 are supressed. For census metropolitan areas (CMAs) and economic regions (ERs), use their respective provincial suppression levels mentioned above. Estimates are based on smaller sample sizes the more detailed the table becomes, which could result in lower data quality."
2,Excluding the territories.
3,"Number of persons who, during the reference week, worked for pay or profit, or performed unpaid family work or had a job but were not at work due to own illness or disability, personal or family responsibilities, labour dispute, vacation, or other reason. Those persons on layoff and persons without work but who had a job to start at a definite date in the future are not considered employed. Estimates in thousands, rounded to the nearest hundred."

"How to cite: Statistics Canada. Table 14-10-0017-01 Labour force characteristics by sex and detailed age group, monthly, unadjusted for seasonality (x 1,000)"
https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1410001701
DOI: https://doi.org/10.25318/1410001701-eng